[2025-11-20 09:23:20] | TEST_CLI        | console_user         | SUCCESS    | Simulation de test de log
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com; | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | &#039;(              | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&#039;( | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com AND 1=1 --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com AND 1=2 --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com OR 1=1 --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&#039; AND &#039;1&#039;=&#039;1&#039; --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&#039; AND &#039;1&#039;=&#039;2&#039; --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&#039; OR &#039;1&#039;=&#039;1&#039; --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&#039; UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&quot; UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com) UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com&#039;) UNION ALL select NULL --  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:37] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | LOGIN           | &quot;;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110));$var=&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | &#039;;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110));$var=&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | ${@print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110))} | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | ${@print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110))}\ | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | ;print(chr(122).chr(97).chr(112).chr(95).chr(116).chr(111).chr(107).chr(101).chr(110)); | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | &quot;+response.write(53 901*268 346)+&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | +response.write({0}*{1})+ | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | response.write(53 901*268 346) | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:38] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:38] | LOGIN           | cat /etc/passwd      | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&amp;cat /etc/passwd&amp; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com;cat /etc/passwd; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&quot;&amp;cat /etc/passwd&amp;&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&quot;;cat /etc/passwd;&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&#039;&amp;cat /etc/passwd&amp;&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&#039;;cat /etc/passwd;&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&amp;type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com|type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:16:38] | LOGIN           | zaproxy@example.com&quot;&amp;type %SYSTEMROOT%\win.ini&amp;&quot; | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com&quot;|type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com&#039;&amp;type %SYSTEMROOT%\win.ini&amp;&#039; | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com&#039;|type %SYSTEMROOT%\win.ini | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | get-help             | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com;get-help | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com&quot;;get-help | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com&#039;;get-help | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com;get-help # | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | LOGIN           | &quot;&#039;         | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | &lt;!--              | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | ]]&gt;               | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:39] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:39] | LOGIN           | zj 2649*8973 zj      | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zj{8423*6312}zj      | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zj${2090*4596}zj     | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zj#{5767*2505}zj     | FAILURE    | Invalid credentials
[2025-11-20 14:16:39] | LOGIN           | zj{#8455*7643}zj     | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj{@9705*6620}zj     | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj{{4941*1590}}zj    | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj{{=4937*6623}}zj   | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj&lt;%=3393*5223%&gt;zj | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj#set($x=9115*9888)${x}zj | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj&lt;p th:text=&quot;${1294*3003}&quot;&gt;&lt;/p&gt;zj | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj{@math key=&quot;6970&quot; method=&quot;multiply&quot; operand=&quot;2874&quot;/}zj | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj{{56220|add:40400}}zj | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zj{{print &quot;7120&quot; &quot;2544&quot;}}zj | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | LOGIN           | zaproxy@example.com  | FAILURE    | Invalid credentials
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Login
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Contact
[2025-11-20 14:16:40] | CSRF            | Unknown              | FAILURE    | Invalid token on Register
